,时间,公司名,轮次,金额,投资机构
14844,2016/5/10,企业头条,Pre-A轮,数千万人民币,用友幸福投资-银杏谷资本
14845,2016/5/10,泓申金服,A轮,2亿人民币,华映资本-天鸽互动
14846,2016/5/10,及刻,Pre-A轮,数千万人民币,赛马资本
14847,2016/5/10,特赞 Tezign.com,A轮,数千万人民币,红杉资本中国-线性资本-Integral雄厚资本
14848,2016/5/9,洪海龙腾,新三板,未透露,未透露
14849,2016/5/9,迅停智慧停车,天使轮,未透露,未透露
14850,2016/5/9,AviaGames欢岳网络,天使轮,未透露,莉莉丝
14851,2016/5/9,昆仑化学,A轮,未透露,同创伟业
14852,2016/5/9,恒普激光,A轮,数千万人民币,丁香汇创投
14853,2016/5/9,光合未来,种子轮,40万人民币,泰有投资-水木清华校友基金
14854,2016/5/9,华瑛微电子,天使轮,数百万人民币,未透露
14855,2016/5/9,伟铭医院管理,A轮,未透露,深创投
14856,2016/5/9,驭光科技,天使轮,数百万人民币,真格基金-联想之星
14857,2016/5/9,易奇八字,天使轮,数百万人民币,腾讯
14858,2016/5/9,固生堂中医,C轮,7000万美元,中国平安
14859,2016/5/9,袋鼠麻麻,天使轮,400万人民币,大众点评网
14860,2016/5/9,盖得排行,天使轮,数百万人民币,博雅天下
14861,2016/5/9,小鹅通,天使轮,数百万人民币,狮享家新媒体基金-LKK洛可可
14862,2016/5/9,精智达,新三板,未透露,未透露
14863,2016/5/9,幸孕商城,A轮,250万人民币,鼎新投资
14864,2016/5/9,新易盛,A轮,未透露,未透露
14865,2016/5/9,卓胜微,B轮,未透露,未透露
14866,2016/5/9,创界科技AiUnicorn,天使轮,数百万人民币,未透露
14867,2016/5/9,玩咖传媒,A轮,6000万人民币,联想创投集团
14868,2016/5/9,华山论剑影视,天使轮,750万人民币,风云资本
14869,2016/5/9,Yummy连悦科技,Pre-A轮,400万人民币,娱乐工场-砾石资本
14870,2016/5/9,腾保保险,Pre-A轮,1000万人民币,治平资本-盛山资产
14871,2016/5/9,ZEPP,C轮,数千万美元,动域资本
14872,2016/5/9,Musical.ly,C轮,1.3亿美元,启明创投-DCM中国-GGV纪源资本-Greylock-Partners
14873,2016/5/9,家生活,Pre-A轮,1000万人民币,星河互联
14874,2016/5/9,行动基因,B轮,1250万美元,和通国际-UMC-Capital联电资本-中华开发
14875,2016/5/9,特斯联科技,A轮,数千万美元,IDG资本-光大集团
14876,2016/5/9,嘟嘟巴士,B轮,1亿人民币,未透露
14877,2016/5/9,金山云,C+轮,5000万美元,未透露
14878,2016/5/9,百米生活,新三板,未透露,未透露
14879,2016/5/8,饭点,天使轮,1000万人民币,成从武
14880,2016/5/8,十三月影视,A轮,5000万人民币,辰海资本
14881,2016/5/8,衣快链,种子轮,数百万人民币,乾明投资
14882,2016/5/8,梯度科技,天使轮,200万人民币,中科创星
14883,2016/5/8,农分期,A轮,数千万人民币,顺为资本-明势资本-源码资本-涌铧投资
14884,2016/5/8,精舞神州,天使轮,2000万人民币,未透露
14885,2016/5/8,枣仁网,天使轮,500万人民币,未透露
14886,2016/5/8,安普诺科技,A轮,数千万人民币,奇虎360
14887,2016/5/8,伯凡时间,天使轮,数百万人民币,盈动资本
14888,2016/5/8,Geek+,A轮,5000万人民币,高榕资本-火山石资本
14889,2016/5/8,航天恒丰,A+轮,3000万人民币,未透露
14890,2016/5/8,选演员网,天使轮,数百万人民币,Cherubic-Ventures心元资本
14891,2016/5/8,考拉先生,B轮,1.5亿人民币,DCM中国-启赋资本-汉富控股
14892,2016/5/7,小红花阅读,天使轮,数百万人民币,华创资本
14893,2016/5/7,企鹊桥,种子轮,数百万人民币,未透露
14894,2016/5/7,Comehome三郎科技,天使轮,150万人民币,黑马基金
14895,2016/5/7,广州树袋熊网络,B轮,1.5亿人民币,启赋资本-汉富控股
14896,2016/5/7,剑鱼,种子轮,未透露,未透露
14897,2016/5/7,爱到家,A轮,数千万人民币,嘉御基金-易居资本
14898,2016/5/7,康康血压,A轮,数千万人民币,未透露
14899,2016/5/7,野马现场,A轮,数千万人民币,小米科技-明嘉资本
14900,2016/5/7,我的钢铁网,IPO上市后,8.22亿人民币,慧聪网
14901,2016/5/6,盈迪信康,新三板,数亿人民币,未透露
14902,2016/5/6,停哪儿,A轮,数千万人民币,未透露
14903,2016/5/6,众股网,Pre-A轮,1500万人民币,未透露
14904,2016/5/6,跑动科技,天使轮,600万人民币,峰尚资本
14905,2016/5/6,金冠电气,IPO上市,2.68亿人民币,未透露
14906,2016/5/6,高光半导体,A轮,未透露,深创投
14907,2016/5/6,莱特股份,新三板,未透露,未透露
14908,2016/5/6,赞赏科技,天使轮,数千万人民币,高榕资本-史努克创投
14909,2016/5/6,ecomo一目环保,天使轮,100万美元,Launch-Fund-天木资本Skywood-Capital-InteBridge英智资本
14910,2016/5/6,Bon App,天使轮,450万人民币,英诺天使基金-北软天使基金-岩桥投资
14911,2016/5/6,CarCare掌上4S店,B轮,未透露,未透露
14912,2016/5/6,ONO,天使轮,数百万人民币,紫牛基金
14913,2016/5/6,硅谷空间,天使轮,600万人民币,未透露
14914,2016/5/6,亿家网,A轮,未透露,中金公司
14915,2016/5/6,宠信,天使轮,数百万人民币,未透露
14916,2016/5/6,Stage1动漫游戏社区,天使轮,数百万人民币,哔哩哔哩bilibili
14917,2016/5/6,陆优在线,A轮,3000万人民币,未透露
14918,2016/5/6,市值风云,天使轮,360万人民币,高樟资本
14919,2016/5/6,漫成都,天使轮,200万人民币,高樟资本
14920,2016/5/6,机器岛科技,A轮,数千万人民币,小米科技-三行资本
14921,2016/5/6,珞石科技,Pre-A轮,数千万人民币,德联资本
14922,2016/5/6,小鹿医馆,A轮,数千万人民币,IDG资本-晨兴资本
14923,2016/5/6,搜股科技股票卫士,A轮,数千万人民币,未透露
14924,2016/5/6,扑克财经,Pre-A轮,1000万人民币,未透露
14925,2016/5/6,掌网科技,新三板,未透露,未透露
14926,2016/5/6,美谷科技,天使轮,数千万人民币,德同资本-溪山天使会(西山天使会)
14927,2016/5/6,赫德时代,战略投资,数千万人民币,未透露
14928,2016/5/6,居品汇,天使轮,数百万人民币,戈壁创投
14929,2016/5/6,社保通,A轮,3000万人民币,真格基金-知卓资本-火山石资本
14930,2016/5/6,微赞论坛,天使轮,1000万人民币,高榕资本-史努克创投
14931,2016/5/6,蜜游网,天使轮,800万人民币,百舸资本
14932,2016/5/6,DailyCast简道致远,A轮,数千万人民币,集结号资本-Mobvista汇量科技
14933,2016/5/6,云帐房,A轮,数千万人民币,中路资本-六禾创投-AA投资
14934,2016/5/5,极客移动,C轮,数千万人民币,华犇创投
14935,2016/5/5,晨先生,天使轮,数百万人民币,原子创投-发现创投
14936,2016/5/5,绿陨科技MODVITE,种子轮,未透露,壹诺创投
14937,2016/5/5,知鸿股份,战略投资,2000万人民币,未透露
14938,2016/5/5,梅花信息,新三板,未透露,未透露
14939,2016/5/5,大头丁,天使轮,100万人民币,纷简历
14940,2016/5/5,超盟数据,天使轮,数百万人民币,真格基金-力合清源
14941,2016/5/5,蜂车,Pre-A轮,未透露,中科招商-中科乐创
14942,2016/5/5,精明购,A轮,3500万人民币,东方富海-崇德投资
14943,2016/5/5,装修圈,A轮,未透露,海朋资本
14944,2016/5/5,车倍爽,天使轮,数百万人民币,翊翎资本
14945,2016/5/5,物链科技,天使轮,200万人民币,点亮资本
14946,2016/5/5,鑫柏格,A轮,未透露,未透露
14947,2016/5/5,GID曼恒数字,新三板,1.54亿人民币,赛富基金-海通开元-中金公司-刚泰控股-东方证券(东方星晖)-兴业资管-兴业证券
14948,2016/5/5,百财帮福利汇,A轮,1000万人民币,七煋瓢虫投资-有米广告
14949,2016/5/5,一度用车,A轮,1.28亿人民币,未透露
14950,2016/5/5,拍拍赚,A轮,未透露,未透露
14951,2016/5/5,anymood男士,天使轮,300万人民币,真格基金
14952,2016/5/5,至诚悠远,A轮,2000万人民币,同渡资本
14953,2016/5/5,有数金服,A轮,3000万人民币,华睿投资
14954,2016/5/5,贝芽科技,天使轮,500万人民币,未透露
14955,2016/5/5,Plum致美生活,天使轮,数百万人民币,创新工场
14956,2016/5/5,易赞,Pre-A轮,1000万人民币,TalkingData腾云天下
14957,2016/5/5,招股金服,天使轮,1500万人民币,未透露
14958,2016/5/5,楚楚街,C轮,10亿人民币,软银中国-钟鼎创投-新天域资本-基石资本
14959,2016/5/5,第一电动,A轮,1.28亿人民币,未透露
14960,2016/5/5,萝卜车,Pre-A轮,数千万人民币,银杏谷资本
14961,2016/5/5,ME健康潮食,天使轮,数百万人民币,苏河汇
14962,2016/5/5,地心引力新媒体工场,天使轮,1050万人民币,华映资本-鼎聚投资
14963,2016/5/5,MIRACLE GAMES,A轮,1000万人民币,粤商创投-深圳君海投资
14964,2016/5/5,快狗速运GoGoVan,C轮,数千万美元,阿里巴巴-和通国际-新天域资本-阿里巴巴创业者基金
14965,2016/5/5,17APP,B轮,1.5亿人民币,乐体创投
14966,2016/5/5,爱情说,天使轮,数百万人民币,优联资本
14967,2016/5/5,Shopline,天使轮,数百万美元,阿里巴巴-阿里巴巴创业者基金
14968,2016/5/5,YEECHOO,天使轮,数百万美元,阿里巴巴-阿里巴巴创业者基金
14969,2016/5/5,极视角,Pre-A轮,数千万人民币,德同资本-初心资本-中美创投-昂若资本
14970,2016/5/5,惠喵,天使轮,数百万人民币,未透露
14971,2016/5/5,知鸟游学,A轮,2000万人民币,未透露
14972,2016/5/4,美奇林,新三板,未透露,未透露
14973,2016/5/4,广线教育,Pre-A轮,200万人民币,未透露
14974,2016/5/4,云清游戏,A轮,数千万人民币,顺融资本
14975,2016/5/4,小桥APP,B轮,未透露,捷成世纪
14976,2016/5/4,华拓金服,A轮,数千万人民币,赛伯乐投资-鼎典资本-科力投资-天琪投资
14977,2016/5/4,BingaBinga,天使轮,350万人民币,Cherubic-Ventures心元资本
14978,2016/5/4,吃喝实验室,战略投资,未透露,沃石投资
14979,2016/5/4,VisionNav未来机器人,天使轮,数千万人民币,常春藤资本-可可资本
14980,2016/5/4,细活科技,种子轮,50万人民币,未透露
14981,2016/5/4,安耐驰流动车吧,A轮,数千万人民币,中骏资本
14982,2016/5/4,热电场,天使轮,数百万人民币,亚杰天使投资-盛景网联(盛景嘉成)-治平资本
14983,2016/5/4,帮农忙,天使轮,300万人民币,星河互联
14984,2016/5/4,乐元素,C轮,数亿人民币,愉悦资本-华泰瑞麟(华泰证券)
14985,2016/5/4,米物科技,天使轮,数百万人民币,小米科技
14986,2016/5/4,进化动力,A轮,数千万人民币,北极光创投-达晨创投
14987,2016/5/4,GFoccs吉视电子科技,天使轮,数百万人民币,臻云创投
14988,2016/5/4,码上赢,天使轮,600万人民币,创新工场-云锋基金
14989,2016/5/4,翻易通,B轮,900万美元,SBI投资(思佰益)
14990,2016/5/4,饭心,A轮,数千万人民币,未透露
14991,2016/5/4,平安理财网,A+轮,数千万人民币,安芙兰资本
14992,2016/5/4,银狐财富,A轮,3000万人民币,未透露
14993,2016/5/4,私塾家SharingSchool,A轮,数千万人民币,轻轻家教
14994,2016/5/4,豆扣,天使轮,500万人民币,郑敏强
14995,2016/5/4,小熊快跑,B轮,数千万人民币,乐视体育(乐体创投)
14996,2016/5/4,联合创业办公社,B轮,数千万人民币,戈壁创投-ColonyCapital柯罗尼资本-氪空间
14997,2016/5/4,叫师,天使轮,600万人民币,未透露
14998,2016/5/4,神策数据,A轮,400万美元,红杉资本中国-薛蛮子(蛮子基金)-明势资本-线性资本
14999,2016/5/4,简繁家,天使轮,数百万人民币,险峰长青
15000,2016/5/4,Yochat,种子轮,数百万人民币,众麟资本
15001,2016/5/3,诺德新材,新三板,未透露,未透露
15002,2016/5/3,owhat,A轮,数千万人民币,熙金资本-创丰资本-远东控股集团
15003,2016/5/3,昇星科技,天使轮,数百万人民币,未透露
15004,2016/5/3,我渴了,A轮,1350万人民币,未透露
15005,2016/5/3,森雨文化,天使轮,300万人民币,未透露
15006,2016/5/3,派兰数据,天使轮,未透露,未透露
15007,2016/5/3,宸安生物,种子轮,数百万人民币,道彤投资
15008,2016/5/3,微电云,天使轮,数百万人民币,宝驾租车
15009,2016/5/3,上海凯诘电子商务,新三板,数亿人民币,未透露
15010,2016/5/3,无量数据,天使轮,数百万人民币,Plug-and-Play-Tech-Center
15011,2016/5/3,宏财网,A轮,1亿人民币,未透露
15012,2016/5/3,COCOMIX二次元工作室,A轮,1500万人民币,未透露
15013,2016/5/3,神采,天使轮,1000万人民币,未透露
15014,2016/5/3,绿色网络,A轮,未透露,未透露
15015,2016/5/3,蚁坊软件,天使轮,未透露,达晨创投
15016,2016/5/3,我的塑料网,新三板,未透露,未透露
15017,2016/5/3,鹿战DeerWar,天使轮,数百万人民币,未透露
15018,2016/5/3,宋小菜,A+轮,8515万人民币,IDG资本-经纬中国-Ventech-China银泰资本
15019,2016/5/3,杭州缇苏电商,B轮,3000万人民币,达晨创投-光线传媒
15020,2016/5/3,SOIREE奢瑞小黑裙,A轮,数千万人民币,依文集团
15021,2016/5/3,米联科,A轮,未透露,孝昌水木投资
15022,2016/5/3,星宝贝,战略投资,未透露,未透露
15023,2016/5/3,最库教育,Pre-A轮,数千万人民币,中文在线
15024,2016/5/3,小虾理财,A轮,数千万人民币,未透露
15025,2016/5/3,插坐学院,Pre-A轮,700万人民币,真格基金-新榜
15026,2016/5/3,蓝海购,A+轮,数千万人民币,沃富金信
15027,2016/5/3,车和家,A轮,7.8亿人民币,明势资本-利欧集团股份-梅花天使创投-源码资本
15028,2016/5/2,艾媒数聚,新三板,未透露,未透露
15029,2016/5/2,造物,天使轮,未透露,未透露
15030,2016/5/2,旺材新媒体,天使轮,1000万人民币,未透露
15031,2016/5/2,梦虎,Pre-A轮,未透露,未透露
15032,2016/5/2,艺+1,天使轮,600万人民币,创势资本
15033,2016/5/1,基迪奥,A轮,未透露,未透露
15034,2016/5/1,七河生物,新三板,未透露,未透露
15035,2016/5/1,中科微光,A轮,未透露,未透露
15036,2016/5/1,海带,A轮,数千万人民币,星河互联
15037,2016/5/1,微念科技,天使轮,未透露,未透露
15038,2016/5/1,茶煮,天使轮,未透露,未透露
15039,2016/5/1,医护家,种子轮,未透露,珍信资本
15040,2016/5/1,海钰生物,新三板,未透露,未透露
15041,2016/5/1,轻轻说话,天使轮,650万人民币,未透露
15042,2016/5/1,飞眼无人机,天使轮,1000万人民币,未透露
15043,2016/5/1,国华识别,天使轮,600万人民币,未透露
15044,2016/5/1,阿希链,天使轮,未透露,未透露
15045,2016/5/1,联合利丰,A轮,3亿人民币,赛富基金
15046,2016/5/1,安美互联,战略投资,2400万人民币,北京璧合广告
15047,2016/5/1,新锐化学,天使轮,数百万人民币,朗玛峰创投
15048,2016/5/1,网星梦工厂,天使轮,1000万人民币,华泽资本
15049,2016/5/1,KASO木棉创谷,天使轮,1亿人民币,未透露
15050,2016/5/1,剧易,天使轮,未透露,快创营-华岩资本ChinaRock-轻舟资本
15051,2016/5/1,变格新材料,天使轮,未透露,泰有投资
15052,2016/5/1,星烁体育,Pre-A轮,数千万人民币,优享创智共享际
15053,2016/5/1,美克拉,种子轮,未透露,未透露
15054,2016/5/1,Shoppin'More勺品网络,种子轮,150万人民币,老鹰基金
15055,2016/5/1,弈客围棋,A轮,1050万人民币,未透露
15056,2016/5/1,恒安嘉新,C轮,数千万人民币,红杉资本中国-中国移动(中移创新产业基金)-华泰瑞麟(华泰证券)
15057,2016/5/1,萌鲸网络,种子轮,数百万人民币,哔哩哔哩bilibili
15058,2016/5/1,金财圈,种子轮,100万人民币,未透露
15059,2016/5/1,干脆面,种子轮,100万人民币,未透露
15060,2016/5/1,银瀑IMPOWER,天使轮,未透露,星河互联
15061,2016/5/1,喵居,天使轮,未透露,未透露
15062,2016/5/1,博雅工道,天使轮,500万人民币,盛大资本
15063,2016/5/1,北纬宇通,天使轮,360万人民币,黑马基金
15064,2016/5/1,微圈,种子轮,500万人民币,未透露
15065,2016/5/1,路客,天使轮,3000万人民币,未透露
15066,2016/5/1,热度传媒,A+轮,数千万人民币,千合资本
15067,2016/5/1,懒人用卡,天使轮,500万人民币,东熙资本
15068,2016/5/1,情趣派,天使轮,300万人民币,未透露
15069,2016/5/1,点牛金融,B轮,未透露,未透露
15070,2016/5/1,钱海芝麻,种子轮,1000万人民币,未透露
15071,2016/5/1,moveha,A轮,1000万人民币,IDG资本
15072,2016/5/1,易销房,种子轮,100万人民币,未透露
15073,2016/5/1,吖咪Yyummy,C轮,未透露,未透露
15074,2016/5/1,食易安,A轮,未透露,未透露
15075,2016/5/1,信用管家,A轮,未透露,未透露
15076,2016/5/1,数库科技,天使轮,1200万人民币,岩海投资
15077,2016/5/1,水兵壹号,天使轮,1300万人民币,未透露
15078,2016/5/1,纯氧,天使轮,800万人民币,星河互联
15079,2016/5/1,学成创享,天使轮,3000万人民币,未透露
15080,2016/5/1,跃动客,A轮,数千万人民币,旷谷资本
15081,2016/5/1,南竹通告,天使轮,数百万人民币,未透露
15082,2016/5/1,76676,天使轮,100万人民币,未透露
15083,2016/5/1,可普,天使轮,未透露,风云资本
15084,2016/5/1,微聚网,种子轮,600万人民币,未透露
15085,2016/5/1,产品大牛,种子轮,20万人民币,Demo++
15086,2016/5/1,好医术,A轮,未透露,未透露
15087,2016/5/1,派通科技,天使轮,600万人民币,未透露
15088,2016/5/1,看书网,D轮,未透露,未透露
15089,2016/5/1,父母帮服务,天使轮,未透露,未透露
15090,2016/5/1,旺来,A轮,未透露,未透露
15091,2016/5/1,触店,天使轮,600万人民币,未透露
15092,2016/5/1,货兜,Pre-A轮,数千万人民币,阿米巴资本-中路资本
15093,2016/5/1,瑞伯德,A轮,未透露,明势资本
15094,2016/5/1,亿奇娱乐,A轮,1900万人民币,国宏嘉信
15095,2016/5/1,一犬一话,天使轮,200万人民币,九合创投
15096,2016/5/1,wifi you,天使轮,未透露,梅花天使创投-发现创投
15097,2016/5/1,艺点金融,Pre-A轮,1000万人民币,娱乐工场
15098,2016/5/1,G0零号门,天使轮,428万人民币,冷笑话(飞博共创)
15099,2016/5/1,优步Uber中国,F轮-上市前,未透露,峰瑞资本
15100,2016/5/1,有书,天使轮,700万人民币,梅花天使创投
15101,2016/5/1,唯唯医生,天使轮,数千万人民币,三行资本-长融资本-道远资本
15102,2016/5/1,大牛网,种子轮,未透露,Demo++
15103,2016/5/1,占空比,B轮,5000万人民币,张江火炬创投-晶凯资本
15104,2016/5/1,第一海外金融,天使轮,数百万人民币,六禾创投
15105,2016/5/1,小马保险,天使轮,600万人民币,六禾创投
15106,2016/5/1,极牛网,Pre-A轮,1000万人民币,真格基金
15107,2016/5/1,嗨镜,Pre-A轮,数千万人民币,未透露
15108,2016/5/1,考过鸟,天使轮,数百万人民币,无极道投资-兼职猫
15109,2016/5/1,销售家,Pre-A轮,数千万人民币,芳晟股权投资基金-英诺天使基金-泰有投资
15110,2016/5/1,51社保网,B轮,1000万美元,宽带资本CBC-猪八戒网
15111,2016/5/1,见习社,种子轮,50万人民币,未透露
15112,2016/5/1,圣卫士,Pre-A轮,1000万人民币,松禾资本
15113,2016/5/1,福利金融,Pre-A轮,800万人民币,七煋瓢虫投资-有米广告
15114,2016/5/1,蜂会,Pre-A轮,1000万人民币,中科乐创
15115,2016/5/1,叭叭速配,天使轮,未透露,中科乐创
15116,2016/5/1,找纱网,天使轮,未透露,中科乐创
15117,2016/5/1,ForU Designs,天使轮,300万人民币,黑马基金-牛投网
15118,2016/5/1,1001号,Pre-A轮,600万人民币,合力投资-黑马基金
15119,2016/5/1,骨朵传媒,Pre-A轮,1500万人民币,未透露
15120,2016/5/1,海普洛斯,A轮,5000万人民币,未透露
15121,2016/5/1,即速应用,天使轮,数千万人民币,无极道投资-广东天使会-蓝烯资本
15122,2016/4/30,SKT思珂特教育,天使轮,数百万人民币,未透露
15123,2016/4/30,舞象云,天使轮,未透露,莘泽创投
15124,2016/4/30,千匠文化,种子轮,100万人民币,未透露
15125,2016/4/30,近脉生活,天使轮,数百万人民币,伯符投资
15126,2016/4/30,魔屏,天使轮,750万人民币,未透露
15127,2016/4/30,出类视频,天使轮,300万人民币,新进创投-盛世方舟
15128,2016/4/30,门铺集,天使轮,数千万人民币,未透露
15129,2016/4/30,欧柏森,天使轮,500万人民币,未透露
15130,2016/4/30,酷宅,天使轮,500万人民币,未透露
15131,2016/4/30,易微联,天使轮,500万人民币,未透露
15132,2016/4/30,酷宅科技,天使轮,500万人民币,未透露
15133,2016/4/30,吱道二手车,天使轮,200万人民币,龙柏资本
15134,2016/4/30,善诊,A轮,700万美元,蓝驰创投-GGV纪源资本
15135,2016/4/30,爱上租,A轮,1.01亿人民币,未透露
15136,2016/4/30,斑马汽车,战略投资,数千万人民币,阿里巴巴-上汽投资-尚颀资本
15137,2016/4/30,图灵金融,Pre-A轮,1115万人民币,未透露
15138,2016/4/30,遛遛宠物,A轮,数千万人民币,紫辉创投-徽瑾创投(宝茂金融)
15139,2016/4/30,BeanVR,天使轮,数百万美元,和君资本-泰有投资
15140,2016/4/29,醉品商城,B轮,数千万人民币,顺为资本-广发基金
15141,2016/4/29,玩翻天,天使轮,800万人民币,得意生活
15142,2016/4/29,多妙教育,战略投资,未透露,未透露
15143,2016/4/29,夹克的虾,Pre-A轮,1000万人民币,星河互联
15144,2016/4/29,雅讯天地,战略投资,数千万人民币,腾讯-本翼资本-分享时代
15145,2016/4/29,DKVISION量子视觉,A轮,1000万人民币,松禾资本-暴风科技
15146,2016/4/29,江苏艾尔康,Pre-A轮,未透露,未透露
15147,2016/4/29,乐聚网,天使轮,数百万人民币,未透露
15148,2016/4/29,哈维创新科技,天使轮,数百万人民币,紫牛基金
15149,2016/4/29,奇溢自然,A轮,数千万人民币,戈壁创投-寒武创投
15150,2016/4/29,搜魔网络,天使轮,数百万人民币,点亮基金
15151,2016/4/29,BIKETO美骑网,新三板,未透露,未透露
15152,2016/4/29,萌窝宠物商城,天使轮,数百万人民币,南极圈
15153,2016/4/29,杭州天卓网络,A轮,数千万人民币,未透露
15154,2016/4/29,赐麓网络,B轮,数千万人民币,陌陌科技-联络互动
15155,2016/4/29,数字绿土Lidar360,A+轮,数千万美元,北极光创投-顺丰速运
15156,2016/4/29,文签,A轮,1500万人民币,北极光创投-恒生电子-浙大网新
15157,2016/4/29,维C理财,Pre-A轮,数千万人民币,戈壁创投-丰厚资本-如山资本
15158,2016/4/29,appMagics,A轮,数千万人民币,紫辉创投-极客帮创投
15159,2016/4/29,醉品茶帮通,B轮,数亿人民币,顺为资本-广发信德
15160,2016/4/29,艾媒数聚,A轮,6000万人民币,广东文投国富
15161,2016/4/29,右脑人,天使轮,600万人民币,紫辉创投-天使成长营AC加速器
15162,2016/4/29,数来宝,A轮,数千万人民币,洪泰基金-远毅资本
15163,2016/4/29,农管家,A轮,数千万人民币,复星锐正资本
15164,2016/4/29,贝壳社BioClub,A轮,数千万人民币,分享投资
15165,2016/4/29,刃意科技,A轮,3000万人民币,易泓资本-云起资本-徐汇科投
15166,2016/4/28,汇网天下,天使轮,未透露,亦庄互联基金
15167,2016/4/28,韦尔德斯凯勒,天使轮,4000万人民币,未透露
15168,2016/4/28,方士影视,天使轮,200万人民币,童石网络
15169,2016/4/28,康瑞体育,种子轮,数百万人民币,鼎锋资产
15170,2016/4/28,灰狼传媒,天使轮,数百万人民币,东方弘道(弘合基金)
15171,2016/4/28,踪履,天使轮,数百万美元,真格基金-金沙江创投-一号公路资本
15172,2016/4/28,远见财讯,种子轮,未透露,未透露
15173,2016/4/28,口袋育儿,A轮,数千万人民币,盈动资本
15174,2016/4/28,威佰昆生物科技,B轮,3000万人民币,未透露
15175,2016/4/28,四海通,B轮,数千万人民币,立元创投
15176,2016/4/28,游鲜生,天使轮,未透露,未透露
15177,2016/4/28,优胜教育,D轮,未透露,未透露
15178,2016/4/28,威咖豪车,A轮,1500万人民币,浙江金科
15179,2016/4/28,耘财科技,A轮,数千万人民币,顺为资本-小米科技
15180,2016/4/28,块煤网,天使轮,1000万人民币,真格基金
15181,2016/4/28,河北联众渠道,天使轮,数百万人民币,寒武创投-海丰至诚
15182,2016/4/28,一飞智控,Pre-A轮,数千万人民币,峰瑞资本-新龙脉控股-润浙资本
15183,2016/4/28,赫千电子,A轮,数千万人民币,如山资本
15184,2016/4/28,快美妆,A+轮,数千万人民币,未透露
15185,2016/4/28,创冰科技,A轮,3200万人民币,苏宁-沃肯资本
15186,2016/4/28,众行传播,A轮,8000万人民币,维思资本
15187,2016/4/28,精米汽配商城,A轮,数千万人民币,红马资本
15188,2016/4/28,每日优鲜,B+轮,2.3亿人民币,华创资本-远翼投资
15189,2016/4/28,QKM李群自动化,B轮,数千万美元,赛富基金
15190,2016/4/27,神洁环保,新三板,未透露,未透露
15191,2016/4/27,新舟锐视,种子轮,数百万人民币,商汤科技SenseTime
15192,2016/4/27,威富通科技,A+轮,未透露,达华智能
15193,2016/4/27,阿法金融,天使轮,数百万人民币,领庆创投TheLinhuiFund-上海弘晖
15194,2016/4/27,行者,Pre-A轮,未透露,湖杉资本-壹诺创投
15195,2016/4/27,声牙SDK,Pre-A轮,2200万人民币,大族创投
15196,2016/4/27,天健通泰,A轮,数千万人民币,天堂硅谷
15197,2016/4/27,莫比屋,A轮,数百万人民币,未透露
15198,2016/4/27,见Ta,天使轮,100万人民币,未透露
15199,2016/4/27,远能物流,A轮,数亿人民币,IDG资本-TCL资本-广汽集团-上汽投资-尚颀资本
15200,2016/4/27,上海灼焰科技,A轮,1000万人民币,哔哩哔哩bilibili
15201,2016/4/27,YOYO悠悠住酒店,天使轮,数百万人民币,腾股创投
15202,2016/4/27,课窝教育,天使轮,数百万人民币,未透露
15203,2016/4/27,北京三体科技,天使轮,1000万人民币,紫牛基金-恒牛资本
15204,2016/4/27,小格娱乐,D轮,30亿人民币,腾讯-天神娱乐-华人文化产业基金-光大集团-乐逗游戏
15205,2016/4/27,有路网,A轮,数千万人民币,洪泰基金-正和岛正和磁系资本-贵格天使
15206,2016/4/27,凌势动力体育,天使轮,数百万人民币,君联资本
15207,2016/4/27,虹识技术,A轮,2000万人民币,华汇创投-光谷人才基金-杨蓬
15208,2016/4/27,机遇在线,天使轮,数百万人民币,创势资本
15209,2016/4/27,Grosfairy胖仙女,A轮,数千万人民币,徽瑾创投(宝茂金融)
15210,2016/4/27,银天下,IPO上市,数千万美元,未透露
15211,2016/4/27,通付盾,B轮,10.5亿人民币,信中利资本-优势资本
15212,2016/4/27,切糕王子,A轮,1500万人民币,未透露
15213,2016/4/27,意外艺术,A轮,1300万人民币,飞马基金-飞马旅-青骢资本
15214,2016/4/27,旅行者镜头,天使轮,数千万人民币,未透露
15215,2016/4/27,UGcar优购汽车,A轮,数千万人民币,戈壁创投
15216,2016/4/27,舌头很忙,天使轮,300万人民币,未透露
15217,2016/4/27,微影时代,D轮,30亿人民币,腾讯-复思资本-天神娱乐-华人文化产业基金-光大集团-乐逗游戏-远洋资本-广发乾和
15218,2016/4/27,零零无限科技,A轮,2300万美元,IDG资本-真格基金-金沙江创投-峰瑞资本
15219,2016/4/26,宏乾科技,新三板,未透露,未透露
15220,2016/4/26,远东股份,新三板,未透露,未透露
15221,2016/4/26,赛四达,新三板,未透露,未透露
15222,2016/4/26,磐桓科技,A轮,数千万人民币,苏河汇-九天云竹
15223,2016/4/26,中健网农,新三板,未透露,未透露
15224,2016/4/26,茉印股份,新三板,未透露,未透露
15225,2016/4/26,觅睿恪科技,A轮,3000万人民币,金沙江创投-金沙江联合资本
15226,2016/4/26,湘泉药业,新三板,未透露,未透露
15227,2016/4/26,微梦传媒,新三板,未透露,未透露
15228,2016/4/26,好小子机器人教育,A轮,数千万人民币,未透露
15229,2016/4/26,摩登天空ModernSKY,E轮,6553万人民币,复娱文化
