,时间,公司名,轮次,金额,投资机构
380,2018/4/19,新乐视智家,战略投资,30亿人民币,腾讯-TCL资本-苏宁-京东
381,2018/4/19,礼物说,C轮,1亿人民币,未透露
382,2018/4/19,史河科技,天使轮,数千万人民币,老鹰基金-熊猫资本-启迪之星（启迪孵化器）
383,2018/4/18,钛媒体,战略投资,数千万人民币,未透露
384,2018/4/18,启元世界,天使轮,数千万人民币,高榕资本
385,2018/4/18,中泰环境,新三板,未透露,未透露
386,2018/4/18,腾飞基因,新三板,未透露,未透露
387,2018/4/18,爱博诺德,C轮,未透露,险峰长青-IPV-Capital/盈富泰克-国药资本
388,2018/4/18,谛声科技,天使轮,数百万人民币,英诺天使基金-创势资本-臻云创投
389,2018/4/18,互通车管,战略投资,未透露,未透露
390,2018/4/18,黑口袋,A+轮,数千万人民币,真格基金-东方弘道(弘合基金)
391,2018/4/18,Cobo Wallet,Pre-A轮,数千万美元,线性资本-峰瑞资本
392,2018/4/18,Hi公社,天使轮,未透露,极米传播
393,2018/4/18,二更,B+轮,1.2亿人民币,雄牛资本-前海母基金
394,2018/4/18,猪之宝,A+轮,数千万人民币,德晖资本
395,2018/4/18,链虎财经,Pre-A轮,2000万人民币,未透露
396,2018/4/18,靠谱小程序,A轮,数千万人民币,未透露
397,2018/4/18,百融金服,C轮,10亿人民币,国新科创基金（国新基金）
398,2018/4/18,花粉儿,A轮,数千万人民币,春晓资本
399,2018/4/17,索思医疗,B轮,数千万人民币,鸿泰基金
400,2018/4/17,快递快滴,天使轮,数千万人民币,未透露
401,2018/4/17,酷玩二手优品,天使轮,1000万人民币,一小时科技
402,2018/4/17,卡布奇诺电子,战略投资,3000万人民币,迪信通
403,2018/4/17,微烧严选,天使轮,数百万人民币,联创永宣-安芙兰资本-长石资本-库神钱包
404,2018/4/17,网易有道,A轮,数亿美元,君联资本-慕华投资(慕华教育)
405,2018/4/17,德美医疗,B轮,数千万人民币,元生创投-博行资本
406,2018/4/17,卓然影业,B轮,未透露,毅达资本-三行资本
407,2018/4/17,纽鼎科技,天使轮,未透露,合创资本
408,2018/4/17,约见,天使轮,未透露,东方盛鼎
409,2018/4/17,汇通达,战略投资,45亿人民币,阿里巴巴
410,2018/4/17,幕后TV,A轮,未透露,娱乐工场-宣亚国际
411,2018/4/17,众趣科技,A轮,2400万人民币,华映资本
412,2018/4/17,凯钿软件,A轮,500万美元,美国中经合集团
413,2018/4/17,手滑科技,Pre-A轮,数千万人民币,电魂网络-乾然资本-金科文化
414,2018/4/17,途中美食,天使轮,未透露,未透露
415,2018/4/17,公园盒子,A+轮,数千万人民币,华住酒店集团
416,2018/4/17,青客公寓,C轮,数千万美元,凯欣亚洲投资Crescent-Group-Morgan-Stanley摩根士丹利
417,2018/4/17,小象互娱,Pre-A轮,3000万人民币,腾讯
418,2018/4/17,PKFARE,A轮,数千万人民币,民航股权投资基金-凯撒旅游-创创基金
419,2018/4/16,口袋鼠,天使轮,500万人民币,未透露
420,2018/4/16,芒果树技术,A轮,未透露,老鹰基金
421,2018/4/16,悠桦林,A轮,未透露,曦域资本-前海母基金
422,2018/4/16,安联财产保险,战略投资,8.05亿人民币,京东
423,2018/4/16,庞森商业,战略投资,未透露,高榕资本
424,2018/4/16,仁清科技,A轮,1亿人民币,亚商资本
425,2018/4/16,得一微电子,A轮,3亿人民币,华登国际投资-TCL资本-耀途资本-清控银杏创投-江波龙电子FORESEE-传音控股
426,2018/4/16,青橙创客教育,A轮,2400万人民币,天明集团
427,2018/4/16,迪英加,A轮,未透露,IDG资本-合全投资-将门创投
428,2018/4/16,课观教育,天使轮,数千万人民币,云天使基金
429,2018/4/16,深兰科技,A+轮,2亿人民币,中金智德
430,2018/4/16,Video++,C轮,3.49亿人民币,阿里巴巴-云锋基金-旷视科技Face++-头头是道投资基金-国投创业
431,2018/4/16,智行者科技,B轮,未透露,百度公司-顺为资本-京东
432,2018/4/16,十二栋文化,A+轮,4300万人民币,真格基金-君联资本
433,2018/4/16,棱镜光娱,Pre-A轮,3000万人民币,荣正投资
434,2018/4/16,泰迪熊移动,C轮,1.88亿人民币,经纬中国-华盖资本-智度股份-尚势资本-昆仲资本-翊翎资本
435,2018/4/16,梨视频,A轮,6.17亿人民币,腾讯-百度公司
436,2018/4/16,特赞 Tezign.com,B轮,数百万美元,红杉资本中国-线性资本-赫斯特Hearst-Ventures
437,2018/4/15,和晶科技,战略投资,数亿人民币,招商局资本
438,2018/4/15,爱驰汽车,A轮,数亿人民币,未透露
439,2018/4/15,谷小酒,天使轮,3000万人民币,真格基金-网信集团-中金汇财投资
440,2018/4/15,尔智机器人,Pre-A轮,未透露,未透露
441,2018/4/15,时代教育,天使轮,数百万人民币,宸极投资
442,2018/4/15,帝迈生物,B轮,数亿人民币,红杉资本中国
443,2018/4/15,唱吧麦颂,A轮,数亿人民币,蓝驰创投-梅花天使创投-前海梧桐并购基金
444,2018/4/15,苏宁体育,A轮,3亿美元,云锋基金-高盛集团(中国)-华人文化产业基金
445,2018/4/15,瑞幸咖啡Luckin Coffee,天使轮,数千万人民币,愉悦资本-陆正耀
446,2018/4/14,KK点歌,天使轮,未透露,未透露
447,2018/4/14,优才创智,B轮,数千万人民币,策源创投
448,2018/4/13,小象音乐,天使轮,200万人民币,未透露
449,2018/4/13,标准共识,天使轮,数百万人民币,创世资本-节点资本-LinkVC连接资本-共识资本Consensus-Capital-镜湖资本
450,2018/4/13,大吉塑业,A+轮,未透露,毅达资本-金海创投
451,2018/4/13,Merculet,战略投资,未透露,分布式资本
452,2018/4/13,百力司康,天使轮,数千万人民币,东方富海
453,2018/4/13,比特易,战略投资,未透露,蓝驰创投-软银中国
454,2018/4/13,雷动云合,B轮,数千万人民币,银河吉星-国投创业
455,2018/4/13,聚陆医疗,A轮,数千万人民币,旦恩资本-幂方资本-天亿投资
456,2018/4/13,哈罗单车,E轮,7亿美元,复星集团-蚂蚁金服(阿里巴巴)
457,2018/4/13,ICE机摩人,A轮,3100万人民币,红谷资本
458,2018/4/13,星小班,天使轮,250万人民币,未透露
459,2018/4/13,安即猩,种子轮,80万人民币,未透露
460,2018/4/13,中科聚信,B轮,未透露,红杉资本中国
461,2018/4/13,外教易教育,Pre-A轮,3000万人民币,创新工场-顺为资本
462,2018/4/13,超优教育,A轮,3000万人民币,未透露
463,2018/4/13,博汇科技,战略投资,数千万人民币,晨晖资本
464,2018/4/13,有家民宿,天使轮,未透露,携程
465,2018/4/13,观安信息,B轮,1.3亿人民币,海通开元-联新资本-上海信投-张江集团
466,2018/4/13,甲乙丙丁,Pre-A轮,未透露,中信建投资本
467,2018/4/13,探物,天使轮,数千万人民币,蚂蚁金服(阿里巴巴)
468,2018/4/13,云+物娱,A+轮,6000万人民币,原创资本
469,2018/4/12,青苗儿童口腔,B轮,1600万美元,未透露
470,2018/4/12,百芝龙智慧科技,A轮,未透露,未透露
471,2018/4/12,Datatist,A轮,未透露,用友幸福投资
472,2018/4/12,科学家在线,A轮,未透露,启迪之星（启迪孵化器）
473,2018/4/12,百分之八十,天使轮,500万人民币,未透露
474,2018/4/12,易到用车,战略投资,未透露,中信银行
475,2018/4/12,云享云,A轮,1亿人民币,未透露
476,2018/4/12,海链租房,天使轮,未透露,海尔
477,2018/4/12,外聘网,天使轮,数百万人民币,盛港投资
478,2018/4/12,天鸽小程序,天使轮,500万人民币,未透露
479,2018/4/12,微医,战略投资,未透露,友邦保险-新世界集团
480,2018/4/12,懒猫鲜果,天使轮,数千万人民币,未透露
481,2018/4/12,艾禾生态,新三板,未透露,未透露
482,2018/4/12,大茂晟科技,新三板,未透露,未透露
483,2018/4/12,创豆智能积木,天使轮,未透露,未透露
484,2018/4/12,新数科技,Pre-A轮,数千万人民币,天创资本
485,2018/4/12,极战FMB,A轮,数千万美元,北极光创投-微影资本(微影时代)
486,2018/4/12,刺猬实习,Pre-A轮,数千万人民币,国金投资-容铭资本
487,2018/4/12,DetlaGrad,天使轮,数百万人民币,众海投资
488,2018/4/12,煮葉,Pre-A轮,数千万人民币,达晨创投
489,2018/4/12,CarBlock,天使轮,数百万美元,沈波
490,2018/4/12,盒子鱼英语,C轮,数亿人民币,新东方
491,2018/4/12,内啥网,A+轮,数千万人民币,蚂蚁金服(阿里巴巴)
492,2018/4/11,康普森,B+轮,数千万人民币,未透露
493,2018/4/11,真相科技,A轮,未透露,东方融润-长策投资
494,2018/4/11,天马便利,天使轮,500万人民币,未透露
495,2018/4/11,莱可传媒,B轮,数千万人民币,盛万投资
496,2018/4/11,Student EduCare,天使轮,数百万人民币,东方新创
497,2018/4/11,微谷中国,A轮,数千万人民币,启蓝控股
498,2018/4/11,链马,天使轮,数百万人民币,未透露
499,2018/4/11,DataHunter,A轮,数千万人民币,Ventech-China银泰资本
500,2018/4/11,Snapask,A+轮,1500万美元,未透露
501,2018/4/11,宜明昂科,A轮,1亿人民币,众海投资-朗盛投资-理成资产-龙磐投资
502,2018/4/11,华迈兴微,A+轮,5000万人民币,江诣创投
503,2018/4/11,享换机,A+轮,1.5亿人民币,华盖资本-挖财-歌斐资产-晨山资本
504,2018/4/11,有戏电影酒店,A轮,1亿人民币,IDG资本-不惑创投
505,2018/4/11,神策数据,C轮,4400万美元,红杉资本中国-晨兴资本-DCM中国-华平投资-明势资本-线性资本-襄禾资本
506,2018/4/10,GRE全球风险交易所,战略投资,未透露,了得资本
507,2018/4/10,君实生物,IPO上市后,3亿人民币,未透露
508,2018/4/10,顶上英语,B轮,未透露,梧桐树资本
509,2018/4/10,百凌生物,A轮,数千万人民币,普华资本
510,2018/4/10,嘿哟科技,天使轮,200万人民币,唐彬森
511,2018/4/10,纽诺育儿,A轮,6500万人民币,安赐资本-广东文化产业投资
512,2018/4/10,酷码教育,天使轮,未透露,头头是道投资基金-五号空间
513,2018/4/10,EduCare,天使轮,数百万人民币,东方新创
514,2018/4/10,新世纪医疗,战略投资,未透露,未透露
515,2018/4/10,卡地美得,B+轮,未透露,未透露
516,2018/4/10,Dexta Robotics,天使轮,数千万人民币,磐谷创投
517,2018/4/10,小牛计划,A轮,数千万人民币,华盖资本-洪泰基金-新浪
518,2018/4/10,少年商学院,A轮,3000万人民币,华盖资本
519,2018/4/10,黑眼圈潮趴馆,天使轮,937万人民币,天使湾-无穹创投-志拙资本-冯涛
520,2018/4/10,熵智科技,天使轮,数千万人民币,远望资本-远望资本
521,2018/4/10,棉联网,战略投资,5000万人民币,慧聪网
522,2018/4/10,智齿客服,B+轮,1.5亿人民币,云启资本-界石投资-耀途资本
523,2018/4/10,丁香园,D轮,1亿美元,未透露
524,2018/4/10,镭神智能,B轮,数亿人民币,达晨创投-易津资本
525,2018/4/10,妙小程,Pre-A轮,1600万人民币,正念资本
526,2018/4/10,校管家,A轮,4600万人民币,达晨创投
527,2018/4/10,升哲科技,C轮,数千万美元,北极光创投-百度风投-博世中国
528,2018/4/10,惠养车,B轮,8000万人民币,龙腾资本-易一天使-原创资本
529,2018/4/10,喝彩网,A+轮,1650万人民币,华侨基金
530,2018/4/10,三体云动,B轮,1亿人民币,蓝驰创投-红点创投中国基金
531,2018/4/9,Jollychic执御科技,D轮,未透露,红杉资本中国-君联资本-平安创新投资基金-华睿投资-华泰紫金-华泰证券-铧创股权投资
532,2018/4/9,梅傲生物,A轮,数千万人民币,普华资本
533,2018/4/9,VNT Chain,天使轮,未透露,了得资本
534,2018/4/9,星汉科技,天使轮,未透露,云毅投资
535,2018/4/9,美豪酒店,IPO上市后,2760万人民币,未透露
536,2018/4/9,海居派,天使轮,未透露,未透露
537,2018/4/9,IHOME,A轮,1000万人民币,未透露
538,2018/4/9,DAEX,战略投资,数千万人民币,了得资本
539,2018/4/9,新潮传媒,战略投资,20亿人民币,未透露
540,2018/4/9,海带,A+轮,6500万人民币,梅花天使创投-星河互联-蜜芽宝贝
541,2018/4/9,壹点灵,A轮,数千万人民币,约印创投-比邻星
542,2018/4/9,威努特,C轮,数亿人民币,赛伯乐投资-汉富控股-鸿金投资-追远创投-360天擎
543,2018/4/9,零眸智能,天使轮,数千万人民币,华映资本-水木资本
544,2018/4/9,NEIWAI内外内衣,B+轮,6000万人民币,华强资本
545,2018/4/9,有度文化,天使轮,数百万人民币,辰海资本-哔哩哔哩bilibili
546,2018/4/9,元嘟嘟,天使轮,数千万人民币,盈动资本
547,2018/4/9,旷世科技,A轮,未透露,纽信创投-鹏德创投
548,2018/4/9,太美医疗,D轮,3亿人民币,晨兴资本-赛富基金-软银中国-浙商创投-常春藤资本-凯风创投
549,2018/4/9,找电驴,A轮,数千万人民币,浅石创投-鼎聚投资
550,2018/4/9,小猴科技,A轮,未透露,未透露
551,2018/4/9,道旅,战略投资,5000万人民币,深创投
552,2018/4/9,一飞智控,A轮,数千万人民币,中航信托
553,2018/4/9,博创联动,B+轮,数千万人民币,华登国际投资-银杏谷资本-科鑫投资-百度风投
554,2018/4/9,KK馆,B轮,7000万人民币,经纬中国-璀璨资本
555,2018/4/9,数问生物,A+轮,数千万人民币,未透露
556,2018/4/9,斐素,A+轮,数百万美元,京东金融千树资本
557,2018/4/9,博恩思,A轮,1亿人民币,瑞华投资-德屹资本
558,2018/4/9,商汤科技SenseTime,战略投资,6亿美元,阿里巴巴-Temasek淡马锡-苏宁-海阔天空创投
559,2018/4/9,喔趣科技,A+轮,5500万人民币,DCM中国-光速中国
560,2018/4/9,Data Pipeline,A轮,2100万人民币,经纬中国-峰瑞资本
561,2018/4/9,蓝箭航天,B轮,2亿人民币,永柏资本PGA-Ventures-创想天使-金科股份
562,2018/4/8,芸品绿,Pre-A轮,未透露,盈动资本-51信用卡
563,2018/4/8,八爪鱼在线旅游,C轮,6亿人民币,蚂蚁金服(阿里巴巴)-建银国际
564,2018/4/8,沧眸文化,天使轮,数百万人民币,何仙姑夫-微梦传媒
565,2018/4/8,江苏天一,战略投资,2000万人民币,未透露
566,2018/4/8,驿庭公寓,天使轮,未透露,上海越银投资
567,2018/4/8,风霆迅,战略投资,数千万人民币,巨匠娱乐
568,2018/4/8,中科禾一,天使轮,500万人民币,国家中小企业发展基金（国中创投）
569,2018/4/8,澳优乳业,IPO上市后,20亿港元,中信银行
570,2018/4/8,海米传媒,A轮,未透露,新奥特
571,2018/4/8,神奇屋,战略投资,数百万人民币,万利加
572,2018/4/8,中铁物流,战略投资,10亿人民币,海通创新资本
573,2018/4/8,得见,天使轮,3000万人民币,未透露
574,2018/4/8,意能通,Pre-A轮,900万人民币,正轩投资
575,2018/4/8,EOS联盟,天使轮,数百万人民币,薛蛮子(蛮子基金)
576,2018/4/8,汇桔网,战略投资,6.8亿人民币,未透露
577,2018/4/8,A便利,Pre-A轮,数千万人民币,未透露
578,2018/4/8,美利金融,B+轮,3788万美元,达泰资本-宜信财富-泰合资本
579,2018/4/8,霸蛮,B轮,数千万人民币,森马服饰-分享投资
580,2018/4/8,奇天基因,A轮,数千万人民币,协立投资
581,2018/4/8,农分期,C轮,数亿人民币,真格基金-贝塔斯曼亚洲投资基金-顺为资本-源码资本-涌铧投资-执一资本-InnoVen-Capital
582,2018/4/8,票牛网,B轮,数千万美元,红杉资本中国-GGV纪源资本-SIG海纳亚洲-硅谷银行Silicon-Valley-Bank-头头是道投资基金-点亮基金-张涛
583,2018/4/8,撩卡记,天使轮,数百万人民币,未透露
584,2018/4/8,逗号科技,天使轮,未透露,盈峰资本-联想创投集团
585,2018/4/8,冰鉴科技,Pre-B轮,1.55亿人民币,游族网络-领沨资本-创世伙伴资本
586,2018/4/7,宜买车,A+轮,数千万人民币,险峰旗云
587,2018/4/6,中科微光,C轮,未透露,启迪创投-人保远望
588,2018/4/5,SHOPSHOPS哪逛,种子轮,610万美元,Union-Square-Ventures-Forerunner-Ventures
589,2018/4/5,滴滴出行,战略投资,2.65亿美元,Mirae-Asset-Venture-Investment
590,2018/4/5,医百科技,A轮,1500万人民币,未透露
591,2018/4/5,魔窗,B轮,数千万人民币,丹华资本-夸克资本
592,2018/4/4,鱼窝科技,天使轮,未透露,未透露
593,2018/4/4,巨正源,IPO上市后,6838万人民币,未透露
594,2018/4/4,比达传媒,B轮,数千万人民币,未透露
595,2018/4/4,城兴股份,IPO上市后,8997万人民币,深创投
596,2018/4/4,艾茉森,新三板,未透露,未透露
597,2018/4/4,口袋宝宝,A轮,未透露,险峰长青-百度视频
598,2018/4/4,灵犀金融,C轮,数亿人民币,未透露
599,2018/4/4,美中嘉和,战略投资,15亿人民币,中金资本
600,2018/4/4,Ucar,战略投资,未透露,未透露
601,2018/4/4,寒武纪科技,B轮,未透露,招银国际-中国国有资本风险投资基金（国风投基金）
602,2018/4/4,时代出行,战略投资,未透露,未透露
603,2018/4/4,蓝杞数据,A轮,未透露,洪泰基金-同创创投
604,2018/4/4,7TT快鼠,B轮,数千万人民币,天风证券(天风天睿)
605,2018/4/4,九安医疗,IPO上市后,2500万美元,小米科技
606,2018/4/4,天瞳威视,A轮,未透露,未透露
607,2018/4/4,符号树,天使轮,数百万人民币,达晨创投
608,2018/4/4,MYD,天使轮,2000万人民币,未透露
609,2018/4/4,币看bitkan,B轮,1000万美元,IDG资本-比特大陆-中云辉资本
610,2018/4/4,摩象科技,A轮,数千万人民币,Star-VC
611,2018/4/4,云海螺英语,Pre-A轮,1500万人民币,佳一教育-李一男
612,2018/4/4,北纬31度,天使轮,数百万人民币,第一视频
